Word,Difficulty
evaluational,0
evaluations,1
evaluative,0
evaluator,1
evaluators,1
evanescent,0
evangelical,0
evangelicalism,0
evangelicals,0
evangelisation,0
evangelise,0
evangelising,0
evangelism,0
evangelist,1
evangelistic,0
evangelists,0
evangelization,1
evangelize,1
evangelizing,1
evaporate,1
evaporated,1
evaporates,2
evaporating,1
evaporation,1
evaporator,1
evasion,1
evasions,0
evasive,1
evasively,1
evasiveness,0
eve,3
even,2
evened,1
evening,3
evenings,3
evenly,1
evenness,0
evens,2
evensong,1
event,1
eventful,0
eventing,0
events,1
eventual,0
eventualities,0
eventuality,0
eventually,0
ever,3
evergreen,0
evergreens,0
everlasting,0
everlastingly,0
everliving,1
evermore,0
every,3
everybody,1
everyday,2
everyone,0
everything,0
everywhere,0
eves,0
evict,1
evicted,1
evicting,0
eviction,0
evictions,0
evidence,0
evidenced,0
evidences,0
evident,1
evidential,0
evidently,0
evil,3
evildoer,0
evilly,2
evilness,0
evils,3
evince,0
evinced,2
evinces,1
evincing,0
eviscerate,0
evocation,1
evocations,0
evocative,0
evocatively,0
evoke,3
evoked,2
evokes,3
evoking,2
evolute,2
evolution,0
evolutionarily,0
evolutionary,0
evolutionism,0
evolutionist,0
evolutionists,0
evolutions,1
evolve,4
evolved,3
evolves,3
evolving,2
ewe,4
ewes,1
exacerbate,0
exacerbated,0
exacerbates,1
exacerbating,0
exacerbation,0
exact,2
exacted,2
exacting,1
exaction,1
exactitude,0
exactly,1
exactness,0
exacts,3
exaggerate,0
exaggerated,1
exaggeratedly,1
exaggerates,0
exaggerating,0
exaggeration,0
exaggerations,0
exalt,2
exaltation,0
exalted,0
exalting,0
exam,3
examinable,0
examination,0
examinations,0
examine,0
examined,0
examinees,0
examiner,2
examiners,0
examines,1
examining,0
example,1
examples,2
exams,3
exasperate,1
exasperated,0
exasperatedly,2
exasperating,0
exasperation,1
excavate,1
excavated,1
excavating,1
excavation,1
excavations,0
excavator,2
excavators,1
exceed,0
exceeded,0
exceeding,0
exceedingly,0
exceeds,0
excel,2
excelled,0
excellence,0
excellencies,0
excellency,1
excellent,0
excellently,0
excelling,0
excels,1
excelsior,1
except,1
excepted,1
excepting,1
exception,0
exceptionable,0
exceptional,0
exceptionally,0
exceptions,0
excepts,0
excerpt,0
excerpted,0
excerpts,0
excess,0
excesses,1
excessive,1
excessively,0
exchange,0
exchangeable,1
exchanged,0
exchanger,1
exchangers,2
exchanges,2
exchanging,0
exchequer,1
excise,1
excised,1
excising,0
excision,0
excitability,0
excitable,0
excitation,0
excitations,0
excite,2
excited,2
excitedly,0
excitement,0
excitements,0
excites,1
exciting,1
excitingly,0
exciton,0
exclaim,1
exclaimed,1
exclaiming,0
exclaims,1
exclamation,0
exclamations,0
exclamatory,1
exclude,3
excluded,0
excludes,1
excluding,2
exclusion,0
exclusionary,0
exclusions,0
exclusive,1
exclusively,1
exclusiveness,0
exclusivist,1
exclusivity,1
excommunicate,0
excommunicated,0
excommunicating,0
excommunication,0
excrement,0
excrescence,0
excrescences,1
excreta,1
excrete,0
excreted,1
excreting,0
excretion,0
excretions,1
excretory,1
excruciating,0
excruciatingly,0
excruciation,0
excursion,0
excursionists,0
excursions,0
excursus,1
excusable,2
excuse,2
excused,2
excuses,2
excusing,1
execrable,0
execrate,0
execrated,0
execration,0
executable,0
execute,1
executed,0
executes,2
executing,0
execution,0
executioner,1
executioners,1
executions,0
executive,1
executives,0
executor,1
executors,2
exegesis,0
exegetical,0
exemplar,2
exemplars,2
exemplary,1
exemplification,0
exemplified,0
exemplifies,1
exemplify,2
exemplifying,0
exempt,0
exempted,1
exempting,1
exemption,1
exemptions,1
exempts,2
exercisable,0
exercise,1
exercised,1
exerciser,1
exercises,1
exercising,0
exert,2
exerted,1
exerting,1
exertion,1
exertions,1
exerts,2
exeunt,1
exfoliation,0
exhalation,1
exhalations,1
exhale,2
exhaled,3
exhales,3
exhaling,1
exhaust,3
exhausted,1
exhaustible,0
exhausting,0
exhaustion,0
exhaustive,0
exhaustively,0
exhausts,2
exhibit,0
exhibited,1
exhibiting,0
exhibition,0
exhibitioner,0
exhibitioners,0
exhibitionism,0
exhibitionist,0
exhibitionists,0
exhibitions,0
exhibitor,0
exhibitors,0
exhibits,1
exhilarate,0
exhilarated,0
exhilarating,0
exhilaration,0
exhort,2
exhortation,0
exhortations,0
exhorted,1
exhorting,0
exhorts,2
exhumation,0
exhume,3
exhumed,3
exhuming,2
exigencies,0
exigency,1
exigent,2
exiguous,1
exile,1
exiled,0
exiles,2
exist,1
existed,2
existence,0
existences,0
existent,1
existential,0
existentialism,0
existentialist,0
existentialistic,0
existentially,0
existing,1
exists,0
exit,3
exited,1
exiting,1
exits,2
exocrine,1
exodus,2
exogenous,2
exogenously,0
exonerate,0
exonerated,0
exonerates,1
exonerating,0
exoneration,0
exorbitant,0
exorbitantly,0
exorcise,1
exorcised,1
exorcising,1
exorcism,1
exorcisms,0
exorcist,2
exorcized,2
exorcizing,2
exoskeleton,0
exothermic,0
exothermically,0
exotic,1
exotica,2
exotically,1
exoticism,2
expand,3
expandability,0
expandable,0
expanded,1
expander,1
expanding,0
expands,3
expanse,0
expanses,1
expansible,0
expansion,0
expansionary,0
expansionism,0
expansionist,1
expansions,0
expansive,1
expansively,1
expansiveness,0
expatriate,0
expatriated,0
expatriates,1
expect,2
expectancies,0
expectancy,0
expectant,1
expectantly,0
expectation,0
expectational,0
expectations,0
expected,1
expecting,1
expectorate,0
expectorated,1
expectoration,0
expects,1
expedience,0
expediency,0
expedient,1
expedients,1
expedite,1
expedited,0
expedites,0
expediting,0
expedition,0
expeditionary,0
expeditions,0
expeditious,1
expeditiously,1
expel,3
expelled,2
expelling,2
expels,2
expend,3
expendable,0
expended,0
expending,0
expenditure,0
expenditures,1
expends,2
expense,0
expenses,1
expensive,1
expensively,0
experience,1
experienced,0
experiences,1
experiencing,1
experiential,0
experiment,0
experimental,0
experimentalist,0
experimentalists,0
experimentally,0
experimentation,0
experimented,0
experimenter,0
experimenters,0
experimenting,0
experiments,0
expert,2
expertise,0
expertize,1
expertly,1
expertness,0
experts,1
expiate,2
expiation,0
expiatory,0
expiration,0
expiratory,0
expire,3
expired,3
expires,3
expiring,1
expiry,3
explain,0
explainable,0
explained,0
explaining,0
explains,1
explanation,0
explanations,0
explanatory,2
expletive,0
expletives,1
explicable,1
explicate,0
explicated,0
explication,0
explicative,0
explicit,0
explicitly,0
explicitness,0
explode,2
exploded,1
exploder,0
exploders,1
explodes,1
exploding,0
exploit,1
exploitable,0
exploitation,0
exploitations,0
exploitative,0
exploited,2
exploiter,1
exploiters,1
exploiting,1
exploits,2
explorable,1
exploration,0
explorations,0
exploratory,1
explore,3
explored,2
explorer,3
explorers,1
explores,4
exploring,1
explosion,0
explosions,0
explosive,2
explosively,2
explosiveness,1
explosives,2
exponent,1
exponential,0
exponentially,0
exponentiation,0
exponents,0
export,3
exportability,0
exportable,0
exported,2
exporter,3
exporters,1
exporting,1
exports,3
expose,4
exposed,5
exposes,1
exposing,3
exposition,0
expositions,0
expository,1
expostulate,0
expostulated,1
expostulating,1
expostulation,0
expostulations,0
exposure,2
exposures,3
expound,3
expounded,2
expounding,0
expounds,3
express,1
expressed,1
expresses,1
expressible,0
expressing,0
expression,0
expressionism,0
expressionist,1
expressionistic,0
expressionists,0
expressionless,0
expressionlessly,0
expressions,0
expressive,0
expressively,0
expressiveness,0
expressly,1
expropriate,0
expropriated,0
expropriation,0
expropriations,0
expulsion,1
expulsions,1
expunge,3
expunged,0
expunges,1
expunging,0
expurgate,1
expurgated,1
expurgating,0
exquisite,1
exquisitely,0
exquisiteness,0
extant,2
extempore,1
extend,1
extendability,0
extendable,1
extended,1
extender,0
extenders,0
extendible,1
extending,1
extends,0
extensibility,0
extensible,1
extension,0
extensional,0
extensionally,0
extensions,0
extensive,0
extensively,1
extensiveness,0
extensors,0
extent,1
extents,0
extenuate,0
extenuated,0
extenuating,0
extenuation,0
exterior,0
exteriors,1
exterminate,0
exterminated,0
exterminates,1
exterminating,0
extermination,0
exterminations,0
exterminator,0
exterminators,0
external,0
externalised,0
externalized,1
externally,0
externals,0
extinct,0
extinction,0
extinctions,0
extinguish,0
extinguished,0
extinguisher,1
extinguishers,0
extinguishes,0
extinguishing,0
extinguishment,0
extirpate,0
extirpation,0
extol,1
extolled,1
extolling,0
extols,2
extort,2
extorted,1
extorting,0
extortion,0
extortionate,0
extortionately,0
extortionists,0
extra,0
extracellular,1
extract,1
extractable,0
extracted,1
extracting,0
extraction,0
extractions,0
extractive,0
extractor,1
extracts,2
extraditable,0
extradite,0
extradited,1
extraditing,1
extradition,0
extragalactic,0
extrajudicial,0
extralinguistic,0
extramarital,0
extramural,1
extraneous,0
extraordinarily,0
extraordinary,0
extrapolate,0
extrapolated,1
extrapolating,0
extrapolation,0
extrapolations,0
extras,3
extrasolar,1
extraterrestrial,0
extraterrestrials,0
extraterritorial,0
extravagance,1
extravagances,1
extravagant,1
extravagantly,1
extravaganza,1
extravaganzas,1
extrema,1
extremal,0
extreme,0
extremely,0
extremes,0
extremest,0
extremism,0
extremist,0
extremists,0
extremities,0
extremity,0
extricate,0
extricated,0
extricating,0
extrication,0
extrinsic,0
extrinsically,0
extroversion,0
extrovert,2
extroverts,0
extrude,4
extruded,2
extrusion,1
extrusions,1
exuberance,0
exuberant,1
exuberantly,0
exudate,1
exude,3
exuded,3
exudes,2
exuding,1
exult,2
exultant,2
exultantly,1
exultation,0
exulted,2
exulting,1
exultingly,0
exults,3
eye,5
eyeball,0
eyeballs,1
eyebrow,1
eyebrows,2
eyed,2
eyeglass,1
eyeglasses,0
eyeing,1
eyelash,0
eyelashes,1
eyeless,0
eyelet,0
eyelets,0
eyelid,2
eyelids,0
eyeliner,1
eyepiece,0
eyes,2
eyeshadow,1
eyesight,0
eyesore,1
eyesores,1
eyewash,2
eyewitness,0
eyewitnesses,0
fable,2
fabled,2
fables,3
fabric,4
fabricate,0
fabricated,1
fabricates,0
fabricating,1
fabrication,1
fabrications,0
fabricator,1
fabrics,3
fabulists,2
fabulous,3
fabulously,2
facade,3
facades,2
face,6
faced,4
faceless,1
facelift,3
faceplate,0
faces,2
facet,6
faceted,2
faceting,1
facetious,1
facetiously,0
facetiousness,0
facets,3
facia,4
facial,4
facile,4
facilitate,0
facilitated,0
facilitates,1
facilitating,0
facilitation,0
facilitative,1
facilitator,1
facilitators,0
facilities,0
facility,3
facing,6
facings,3
facsimile,0
facsimiles,0
fact,5
faction,1
factional,2
factionalism,0
factions,1
factious,2
factitious,1
factor,4
factored,1
factorial,2
factorials,1
factories,0
factoring,1
factorisable,0
factorisation,0
factorisations,0
factorise,0
factorised,0
factorises,0
factorising,1
factorization,1
factorizations,0
factorize,1
factorized,1
factorizes,0
factorizing,2
factors,2
factory,3
factotum,4
facts,4
factual,3
factually,3
faculties,0
faculty,3
fad,7
fade,6
faded,1
fadeout,2
fades,7
fading,7
fads,6
faecal,3
faeces,1
fag,5
faggot,5
faggots,4
fags,6
fail,3
failed,1
failing,2
failings,1
fails,3
failure,0
failures,0
faint,4
fainted,3
fainter,1
faintest,0
fainting,2
faintly,2
faintness,0
faints,2
fair,3
fairer,2
fairest,0
fairground,1
fairgrounds,1
fairies,1
fairing,2
fairish,3
fairly,3
fairness,2
fairs,1
fairway,2
fairways,2
fairy,3
fairytale,1
faith,4
faithful,1
faithfully,2
faithfulness,0
faithless,1
faithlessness,0
faiths,2
fake,10
faked,8
fakes,8
faking,8
falcon,3
falconer,3
falconry,3
falcons,3
fall,4
fallacies,1
fallacious,2
fallacy,5
fallen,4
faller,3
fallers,3
fallibility,2
fallible,0
falling,2
fallopian,1
fallout,4
fallow,4
falls,4
false,2
falsehood,2
falsehoods,1
falsely,0
falseness,0
falser,2
falsetto,0
falsifiability,0
falsifiable,0
falsification,0
falsifications,0
falsified,1
falsifier,1
falsifiers,0
falsifies,0
falsify,2
falsifying,1
falsities,0
falsity,2
falter,2
faltered,1
faltering,1
falteringly,0
falters,1
fame,4
famed,5
familial,3
familiar,3
familiarisation,0
familiarise,0
familiarised,0
familiarising,0
familiarities,0
familiarity,2
familiarization,1
familiarize,1
familiarized,1
familiarly,1
families,1
family,4
famine,2
famines,4
famished,3
famous,5
famously,2
fan,9
fanatic,1
fanatical,2
fanatically,1
fanaticism,1
fanatics,1
fanciable,1
fancied,5
fancier,2
fanciers,1
fancies,3
fanciest,3
fanciful,2
fancifully,1
fancy,5
fancying,4
fandango,3
fanfare,2
fanfares,3
fang,5
fangs,4
fanlight,3
fanned,6
fanning,3
fans,10
fantail,1
fantasia,1
fantasies,0
fantasise,0
fantasised,0
fantasises,0
fantasising,1
fantasist,1
fantasize,0
fantasized,1
fantasizing,1
fantastic,1
fantastical,1
fantastically,0
fantasy,2
fanzine,3
fanzines,2
far,4
farad,3
faraway,3
farce,4
farces,1
farcical,2
fare,4
fared,3
fares,3
farewell,2
farewells,1
faring,5
farm,6
farmed,3
farmer,1
farmers,0
farmhouse,1
farmhouses,0
farming,3
farmland,2
farms,2
farmstead,0
farmsteads,0
farmyard,2
farmyards,3
farrago,4
farrier,2
farriers,2
farseeing,0
farther,2
farthest,0
farthing,2
farthings,1
fascia,1
fascias,2
fascinate,0
fascinated,0
fascinates,0
fascinating,1
fascinatingly,0
fascination,1
fascinations,0
fascism,3
fascist,4
fascists,1
fashion,3
fashionable,0
fashionably,1
fashioned,0
fashioning,2
fashions,2
fast,3
fasted,3
fasten,2
fastened,1
fastener,1
fasteners,0
fastening,1
fastenings,1
fastens,1
faster,2
fastest,0
fastidious,2
fastidiously,1
fastidiousness,1
fasting,5
fastness,0
fastnesses,1
fasts,3
fat,5
fatal,4
fatalism,4
fatalistic,1
fatalistically,0
fatalities,0
fatality,3
fatally,3
fate,8
fated,4
fateful,0
fates,2
fatheadedness,1
father,2
fathered,0
fatherhood,2
fathering,1
fatherland,2
fatherless,1
fatherly,1
fathers,1
fathom,5
fathomed,1
fathoming,2
fathomless,1
fathoms,4
fatigue,1
fatigued,3
fatigues,0
fatiguing,1
fatness,3
fats,4
fatted,3
fatten,4
fattened,2
fattening,2
fattens,2
fatter,2
fattest,0
fatty,5
fatuity,4
fatuous,5
fatuously,3
fatwa,6
fault,4
faulted,1
faulting,2
faultless,1
faultlessly,1
faults,3
faulty,3
fauna,4
faunal,3
faunas,1
favour,4
favourable,0
favourably,2
favoured,2
favouring,1
favourite,0
favourites,0
favouritism,2
favours,2
fawn,6
fawned,4
fawning,2
fawningly,1
fawns,4
fax,9
faxed,9
faxes,9
faxing,9
fealty,3
fear,3
feared,1
fearful,3
fearfully,2
fearfulness,0
fearing,1
fearless,3
fearlessly,1
fearlessness,1
fears,2
fearsome,1
fearsomely,0
fearsomeness,1
feasibility,0
feasible,2
feasibly,0
feast,1
feasted,4
feasting,3
feasts,2
feat,4
feather,2
feathered,0
feathering,0
featherlight,0
feathers,0
featherweight,0
feathery,1
feats,3
feature,1
featured,0
featureless,0
features,1
featuring,0
febrile,1
feckless,1
fecklessness,2
fecund,6
fecundity,0
fed,7
federal,2
federalism,1
federalist,2
federalists,0
federally,2
federated,1
federation,0
federations,0
fedora,1
fee,3
feeble,1
feebleness,0
feebler,1
feebly,1
feed,1
feedback,1
feeder,0
feeders,0
feeding,2
feeds,1
feedstock,1
feedstuffs,0
feel,6
feeler,2
feelers,1
feeling,5
feelingly,0
feelings,0
feels,3
fees,1
feet,6
feign,5
feigned,3
feigning,1
feigns,2
feint,4
feinting,0
feints,2
feldspar,1
feldspars,2
felicitation,0
felicitations,0
felicities,1
felicitous,0
felicity,2
feline,2
fell,7
fellatio,2
felled,3
feller,2
felling,3
fellow,5
fellows,4
fellowship,0
fellowships,2
fells,5
felon,6
felonious,0
felons,2
felony,5
felt,3
female,4
femaleness,1
females,3
feminine,2
femininely,3
femininity,1
feminism,0
feminist,0
feminists,0
femur,3
femurs,2
fen,5
fence,3
fenced,4
fencepost,1
fencer,4
fencers,3
fences,4
fencing,3
fend,4
fended,1
fender,1
fenders,4
fending,1
fends,2
fenland,3
fennel,3
fens,5
feral,4
ferment,1
fermentation,0
fermented,1
fermenting,1
fermion,1
fermions,0
fern,8
ferns,1
ferny,1
ferocious,1
ferociously,0
ferociousness,0
ferocity,2
ferret,1
ferreted,0
ferreting,0
ferrets,0
ferric,0
ferried,0
ferries,2
ferrite,1
ferromagnetic,0
ferrous,1
ferrule,1
ferry,2
ferrying,0
ferryman,1
fertile,0
fertilisation,0
fertilise,0
fertilised,0
fertiliser,0
fertilisers,0
fertilises,0
fertilising,0
fertility,1
fertilization,1
fertilize,1
fertilized,1
fertilizer,1
fertilizers,0
fertilizes,1
fertilizing,1
fervent,2
fervently,0
fervid,2
fervidly,1
fervour,1
fescue,5
festal,1
fester,2
festered,0
festering,0
festers,0
festival,0
festivals,0
festive,4
festivities,0
festivity,2
festoon,2
festooned,2
festooning,0
festoons,2
fetch,3
fetched,3
fetches,5
fetching,4
fete,2
feted,2
fetes,1
fetid,4
fetish,1
fetishes,2
fetishism,1
fetishist,1
fetishistic,0
fetishists,0
fetlock,5
fetlocks,3
fetter,2
fettered,1
fetters,1
fettle,2
feud,5
feudal,3
feudalism,2
feuding,4
feuds,6
fever,0
fevered,0
feverish,1
feverishly,0
fevers,1
few,4
fewer,1
fewest,2
fiance,3
fiancee,1
fiasco,2
fiascos,1
fiat,6
fib,9
fibbing,7
fibre,4
fibreboard,0
fibred,6
fibreglass,0
fibres,2
fibrillating,0
fibrillation,0
fibroblast,1
fibroblasts,1
fibrosis,2
fibrous,2
fibs,5
fibula,3
fiche,6
fiches,4
fickle,4
fickleness,1
fiction,3
fictional,1
fictions,2
fictitious,1
fictive,2
fiddle,5
fiddled,3
fiddler,2
fiddlers,1
fiddles,3
fiddlesticks,0
fiddling,2
fiddlings,1
fiddly,7
fidelity,4
fidget,1
fidgeted,1
fidgeting,0
fidgets,2
fidgety,4
fiduciary,2
fief,6
fiefdom,2
fiefdoms,0
fiefs,4
field,2
fielded,1
fielder,0
fielders,0
fielding,0
fields,1
fieldwork,0
fieldworker,0
fieldworkers,0
fiend,6
fiendish,0
fiendishly,0
fiends,3
fierce,0
fiercely,2
fierceness,0
fiercer,0
fiercest,0
fierier,1
fieriest,0
fierily,1
fiery,3
fiesta,0
fiestas,1
fife,9
fifes,8
fifteen,1
fifteenth,0
fifth,5
fifthly,2
fifths,5
fifties,3
fiftieth,1
fifty,6
fig,8
fight,4
fightback,2
fighter,0
fighters,4
fighting,1
fights,3
figment,3
figments,1
figs,7
figural,3
figuration,2
figurative,0
figuratively,1
figure,2
figured,2
figurehead,2
figureheads,1
figures,2
figurine,2
figurines,1
figuring,2
filament,1
filamentary,0
filamentous,0
filaments,0
filch,8
filched,1
file,4
filed,3
filer,3
filers,5
files,1
filial,2
filibuster,1
filigree,1
filing,3
filings,1
fill,6
filled,5
filler,5
fillers,5
fillet,5
fillets,4
fillies,2
filling,3
fillings,2
fillip,5
fills,4
filly,5
film,5
filmed,4
filming,2
films,6
filmy,5
filter,2
filtered,1
filtering,0
filters,2
filth,5
filthier,2
filthiest,0
filthily,3
filthy,3
filtrate,0
filtration,2
fin,6
final,5
finale,0
finales,4
finalisation,0
finalise,0
finalised,0
finalising,1
finalist,1
finalists,2
finality,1
finalization,1
finalize,1
finalized,1
finalizing,2
finally,2
finals,2
finance,1
financed,1
finances,0
financial,1
financially,1
financier,2
financiers,1
financing,1
finch,6
finches,4
find,6
findable,1
finder,2
finders,3
finding,2
findings,2
finds,6
fine,6
fined,7
finely,2
fineness,1
finer,6
finery,3
fines,8
finesse,1
finest,1
finger,3
fingerboard,0
fingered,2
fingering,0
fingerings,1
fingerless,0
fingermarks,1
fingernail,0
fingernails,0
fingerprint,0
fingerprinted,0
fingerprinting,0
fingerprints,0
fingers,2
fingertip,1
fingertips,1
finial,4
finicky,2
fining,4
finish,1
finished,1
finisher,2
finishers,1
finishes,0
finishing,1
finite,3
finitely,1
finiteness,0
fins,9
fiord,3
fiords,3
fir,8
fire,3
firearm,0
firearms,0
fireball,1
fireballs,0
firebomb,0
firebombed,1
firebombing,1
firebombs,0
firebox,2
firebrand,1
fired,6
firefight,1
firefighter,0
firefighters,0
fireflies,0
firefly,2
fireguard,1
firelight,1
firelighters,0
fireman,0
firemen,1
fireplace,1
fireplaces,0
firepower,1
fireproof,1
fireproofed,0
firer,2
fires,5
fireside,2
firesides,1
firewall,2
firewalls,1
firewood,0
firework,1
fireworks,0
firing,9
firings,2
firkin,4
firm,8
firmament,1
firmed,6
firmer,4
firmest,2
firming,6
firmly,5
firmness,3
firms,6
firmware,3
firs,8
first,4
firstly,1
firsts,3
firth,5
fiscal,2
fiscally,2
fish,5
fished,5
fisher,8
fisheries,0
fisherman,0
fishermen,1
fishers,2
fishery,1
fishes,4
fishier,3
fishiest,0
fishing,4
fishlike,3
fishmonger,1
fishmongers,0
fishnet,2
fishwife,2
fishy,3
fissile,1
fission,3
fissions,1
fissure,2
fissured,1
fissures,0
fist,4
fisted,3
fistful,1
fisticuffs,2
fists,3
fistula,1
fit,4
fitful,3
fitfully,4
fitfulness,0
fitly,5
fitment,2
fitments,0
fitness,0
fits,5
fitted,2
fitter,3
fitters,3
fittest,1
fitting,1
fittingly,1
fittings,3
five,7
fivefold,4
fiver,7
fives,4
fix,12
fixable,1
fixated,4
fixation,2
fixations,2
fixative,1
fixed,8
fixedly,3
fixer,8
fixes,9
fixing,10
fixings,3
fixture,2
fixtures,1
fizz,9
fizzed,9
fizzes,5
fizzier,4
fizziest,2
fizzing,8
fizzle,7
fizzled,4
fizzy,8
fjord,4
fjords,4
flabbergasted,1
flabbier,3
flabbiest,2
flabby,3
flaccid,1
flaccidity,2
flack,5
flag,2
flagella,2
flagellate,3
flagellation,0
flagged,5
flagging,3
flagon,5
flagons,3
flagpole,2
flagrant,3
flagrantly,3
flags,2
flagship,2
flagships,2
flagstone,1
flagstones,1
flail,3
flailed,1
flailing,2
flails,2
flair,3
flak,3
flake,5
flaked,2
flakes,4
flakiest,0
flaking,3
flaky,6
flamboyance,0
flamboyant,2
flamboyantly,2
flame,6
flamed,3
flamenco,2
flameproof,2
flames,5
flaming,4
flamingo,2
flamingoes,1
flamingos,1
flammability,1
flammable,0
flan,4
flange,3
flanged,3
flanges,2
flank,5
flanked,4
flanker,4
flanking,3
flanks,3
flannel,3
flannelette,0
flannels,1
flans,3
flap,5
flapjack,4
flapped,4
flapper,4
flappers,0
flapping,4
flaps,4
flare,2
flared,2
flares,3
flaring,3
flash,4
flashback,2
flashbacks,3
flashbulb,3
flashed,3
flasher,2
flashes,3
flashier,0
flashiest,0
flashing,3
flashlight,1
flashlights,2
flashpoint,2
flashpoints,1
flashy,3
flask,4
flasks,4
flat,6
flatfish,2
flatly,4
flatmate,0
flatmates,2
flatness,1
flats,5
flatten,3
flattened,1
flattening,2
flattens,1
flatter,5
flattered,2
flatterer,1
flatterers,0
flattering,2
flatteringly,0
flatters,3
flattery,1
flattish,2
flatulence,1
flatulent,1
flatus,4
flatworms,2
flaunt,3
flaunted,2
flaunting,1
flaunts,2
flautist,2
flavour,4
flavoured,3
flavouring,2
flavourings,1
flavours,3
flaw,7
flawed,4
flawless,1
flawlessly,2
flaws,6
flax,8
flaxen,4
flay,9
flayed,5
flayer,1
flayers,0
flaying,5
flea,4
fleabites,1
fleas,1
flecked,3
flecks,1
fled,6
fledged,1
fledgeling,0
fledgling,2
fledglings,1
flee,1
fleece,1
fleeced,3
fleeces,1
fleecing,1
fleecy,2
fleeing,0
flees,0
fleet,3
fleeting,2
fleetingly,1
fleets,2
flesh,1
fleshed,2
fleshier,0
fleshiest,0
fleshing,1
fleshless,0
fleshpots,1
fleshy,2
flew,5
flex,6
flexed,4
flexes,2
flexibilities,0
flexibility,1
flexible,2
flexibly,2
flexing,4
flexion,2
flexor,1
flick,5
flicked,4
flicker,2
flickered,1
flickering,1
flickers,1
flickery,3
flicking,3
flicks,4
flier,3
fliers,2
flies,2
flight,5
flighted,4
flightless,1
flightpath,1
flights,4
flighty,3
flimsier,1
flimsiest,0
flimsily,3
flimsiness,0
flimsy,1
flinch,4
flinched,3
flinching,1
fling,5
flinging,3
flings,4
flint,7
flintlock,2
flintlocks,2
flints,5
flinty,4
flip,8
flippable,0
flippancy,2
flippant,1
flippantly,1
flipped,6
flipper,4
flippers,4
flipping,4
flips,6
flirt,6
flirtation,1
flirtations,1
flirtatious,2
flirtatiously,0
flirted,1
flirting,2
flirts,5
flit,7
flits,6
flitted,5
flitting,5
float,3
floated,2
floater,1
floaters,0
floating,2
floats,2
floaty,4
flocculation,1
flock,5
flocked,4
flocking,4
flocks,4
floe,1
floes,2
flog,6
flogged,7
flogger,5
floggers,3
flogging,2
floggings,1
flogs,5
flood,5
flooded,2
floodgates,1
flooding,3
floodlight,2
floodlighting,0
floodlights,2
floodlit,2
floods,4
floor,3
floorboard,2
floorboards,2
floored,2
flooring,4
floors,2
floorspace,1
flop,4
flopped,5
flopper,4
floppier,3
floppies,0
floppiest,1
flopping,4
floppy,7
flops,3
flora,2
floral,4
floras,1
florid,3
floridly,3
florin,4
florins,2
florist,3
florists,2
floss,3
flossing,3
flotation,1
flotations,1
flotilla,2
flotillas,1
flotsam,4
flounce,2
flounced,3
flounces,2
flouncing,2
flounder,1
floundered,0
floundering,0
flounders,1
flour,4
floured,3
flourish,3
flourished,1
flourishes,1
flourishing,1
flours,3
floury,5
flout,6
flouted,3
flouting,5
flouts,4
flow,7
flowed,5
flower,4
flowered,4
flowering,2
flowerless,1
flowerpot,1
flowerpots,1
flowers,3
flowery,1
flowing,5
flown,6
flows,6
fluctuate,0
fluctuated,1
fluctuates,0
fluctuating,1
fluctuation,1
fluctuations,0
flue,5
fluency,3
fluent,3
fluently,1
flues,5
fluff,7
fluffed,3
fluffier,5
fluffiest,3
fluffing,6
fluffy,6
fluid,4
fluidised,0
fluidity,2
fluidized,2
fluidly,3
fluids,3
fluke,4
flukes,4
flukier,2
flukiest,1
flumes,5
flummoxed,2
flummoxes,2
flung,7
flunked,4
flunkeys,2
fluoresce,1
fluorescence,1
fluorescent,0
fluoresces,0
fluorescing,0
fluoridation,1
fluoride,1
fluorine,2
fluorocarbon,2
fluorocarbons,2
flurried,3
flurries,2
flurry,6
flush,5
flushed,3
flushes,4
flushing,5
fluster,4
flustered,2
flute,5
fluted,3
flutes,6
fluting,3
flutter,4
fluttered,2
fluttering,2
flutters,4
fluttery,2
fluvial,4
flux,7
fluxes,7
fly,8
flyaway,3
flyer,6
flyers,4
flying,6
flyleaf,3
flyover,3
flyovers,3
flypaper,4
flysheet,2
flysheets,0
flyweight,0
flywheel,2
foal,3
foaled,2
foaling,3
foals,2
foam,5
foamed,3
foamier,2
foamiest,1
foaming,6
foams,4
foamy,6
fob,3
fobbed,4
fobs,3
focal,2
foci,7
focus,6
focused,2
focuses,2
focusing,2
focussed,1
focusses,1
focussing,3
fodder,2
foe,9
foes,1
foetal,4
foetid,5
foetus,4
foetuses,1
fog,8
fogey,7
fogged,7
foggiest,5
fogging,3
foggy,9
foghorn,5
fogs,6
foible,2
foibles,3
foil,6
foiled,4
foiling,5
foils,4
foist,1
foisted,3
foisting,1
fold,5
folded,4
folder,3
folders,2
folding,3
folds,3
foliage,2
foliate,0
foliated,1
folio,3
folios,3
folk,5
folklore,2
folklorist,2
folklorists,1
folks,4
follicle,2
follicles,0
follicular,1
follies,3
follow,7
followable,0
followed,3
follower,4
followers,1
following,5
followings,2
follows,5
folly,4
foment,2
fomented,1
fomenting,1
fond,6
fondant,3
fonder,2
fondest,4
fondle,4
fondled,3
fondles,3
fondling,4
fondly,7
fondness,1
fondue,4
font,7
fonts,8
food,7
foods,7
foodstuff,3
foodstuffs,3
